sku,item_name,brand_name,product_category,trade,unit,ean,quantity
PHT-Y65FG0,Absperrvorrichtung K90 — DN 900 · Schmelzlot,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-CN2F07,Absperrvorrichtung K90 — DN 900 · Stellmotor 230 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-AXSJHN,Absperrvorrichtung K90 — DN 900 · Stellmotor 24 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ZS1EPE,Absperrvorrichtung K90 — DN 1000 · Schmelzlot,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-WZAS74,Absperrvorrichtung K90 — DN 1000 · Stellmotor 230 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-3VGWE0,Absperrvorrichtung K90 — DN 1000 · Stellmotor 24 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ZSB9ZW,Absperrvorrichtung K90 — DN 1120 · Schmelzlot,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-9X51TU,Absperrvorrichtung K90 — DN 1120 · Stellmotor 230 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-Q5EC25,Absperrvorrichtung K90 — DN 1120 · Stellmotor 24 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-NGWXX3,Absperrvorrichtung K90 — DN 1250 · Schmelzlot,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-3NAHU7,Absperrvorrichtung K90 — DN 1250 · Stellmotor 230 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-UE7SV7,Absperrvorrichtung K90 — DN 1250 · Stellmotor 24 V,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-TUE9SG,Rohrschalldämpfer — DN 80 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-81S90J,Rohrschalldämpfer — DN 80 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ND57EK,Rohrschalldämpfer — DN 80 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-YWK9U2,Rohrschalldämpfer — DN 80 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-QF9CM1,Rohrschalldämpfer — DN 100 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-96734H,Rohrschalldämpfer — DN 100 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-J7XGTA,Rohrschalldämpfer — DN 100 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-XCRABN,Rohrschalldämpfer — DN 100 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-26WQFX,Rohrschalldämpfer — DN 125 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-GE9451,Rohrschalldämpfer — DN 125 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-81JQXQ,Rohrschalldämpfer — DN 125 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ALV4PS,Rohrschalldämpfer — DN 125 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-9XV2FY,Rohrschalldämpfer — DN 150 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-PSNTUU,Rohrschalldämpfer — DN 150 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-6ALQ21,Rohrschalldämpfer — DN 150 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-46MSJ3,Rohrschalldämpfer — DN 150 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-3V8BMX,Rohrschalldämpfer — DN 160 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ERMN4K,Rohrschalldämpfer — DN 160 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-6D3AEJ,Rohrschalldämpfer — DN 160 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-9L2WY6,Rohrschalldämpfer — DN 160 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-JW0N66,Rohrschalldämpfer — DN 200 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-3K043W,Rohrschalldämpfer — DN 200 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-PXLSC1,Rohrschalldämpfer — DN 200 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-C8EWY6,Rohrschalldämpfer — DN 200 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-49CN0X,Rohrschalldämpfer — DN 250 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-J278M7,Rohrschalldämpfer — DN 250 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-BX0LLL,Rohrschalldämpfer — DN 250 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-V2B55F,Rohrschalldämpfer — DN 250 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-ZJJPFV,Rohrschalldämpfer — DN 315 · L 500 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-HWJNLR,Rohrschalldämpfer — DN 315 · L 600 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-3BAWPN,Rohrschalldämpfer — DN 315 · L 900 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-KWRLX4,Rohrschalldämpfer — DN 315 · L 1200 mm,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-EY0UR3,Kulissenschalldämpfer,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-KNVK87,Telefonieschalldämpfer,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-XJDA47,Entrauchungsklappe,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-S9DS8U,Kanalrauchmelder,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-C5J2S3,Segeltuchstutzen / flexible Verbinder,Profihaustechnik,Brandschutz & Schall,lueftung,St,,
PHT-C261KG,Volumenstromregler (VVS/KVS) — DN 80 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-LG17LK,Volumenstromregler (VVS/KVS) — DN 80 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-LN1JP8,Volumenstromregler (VVS/KVS) — DN 100 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-RHX2JK,Volumenstromregler (VVS/KVS) — DN 100 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-EQ8S7Q,Volumenstromregler (VVS/KVS) — DN 125 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-J30FXH,Volumenstromregler (VVS/KVS) — DN 125 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-J9E8GG,Volumenstromregler (VVS/KVS) — DN 150 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-L5RHDN,Volumenstromregler (VVS/KVS) — DN 150 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-31WJD0,Volumenstromregler (VVS/KVS) — DN 160 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ENUE0V,Volumenstromregler (VVS/KVS) — DN 160 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-31FU8S,Volumenstromregler (VVS/KVS) — DN 200 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-GKW0XP,Volumenstromregler (VVS/KVS) — DN 200 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-0S4PZN,Volumenstromregler (VVS/KVS) — DN 250 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-17QD4J,Volumenstromregler (VVS/KVS) — DN 250 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-CK3B31,Volumenstromregler (VVS/KVS) — DN 315 · mechanisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-A92AS5,Volumenstromregler (VVS/KVS) — DN 315 · motorisch,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-93YDWJ,Absperrklappe / Drosselklappe — DN 80 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-N2V4KU,Absperrklappe / Drosselklappe — DN 80 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-H407BA,Absperrklappe / Drosselklappe — DN 100 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-MW5BF1,Absperrklappe / Drosselklappe — DN 100 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-YNZ2M3,Absperrklappe / Drosselklappe — DN 112 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-RMQL24,Absperrklappe / Drosselklappe — DN 112 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-RYQHM8,Absperrklappe / Drosselklappe — DN 125 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-2M1KX3,Absperrklappe / Drosselklappe — DN 125 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8197UC,Absperrklappe / Drosselklappe — DN 140 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-CLB67K,Absperrklappe / Drosselklappe — DN 140 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-A0QX6Z,Absperrklappe / Drosselklappe — DN 150 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-UQ3BX7,Absperrklappe / Drosselklappe — DN 150 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-2Z0RZ4,Absperrklappe / Drosselklappe — DN 160 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-3W3PYC,Absperrklappe / Drosselklappe — DN 160 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-Z0AHD6,Absperrklappe / Drosselklappe — DN 180 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-QPUBHQ,Absperrklappe / Drosselklappe — DN 180 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-HDGGSX,Absperrklappe / Drosselklappe — DN 200 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-M0V6U1,Absperrklappe / Drosselklappe — DN 200 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-42J2NV,Absperrklappe / Drosselklappe — DN 224 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-SJYVDY,Absperrklappe / Drosselklappe — DN 224 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-9MFLX0,Absperrklappe / Drosselklappe — DN 250 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-2DAR8F,Absperrklappe / Drosselklappe — DN 250 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-KBXZB9,Absperrklappe / Drosselklappe — DN 280 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-J75ZNL,Absperrklappe / Drosselklappe — DN 280 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8BZ8WM,Absperrklappe / Drosselklappe — DN 300 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-0K0NUX,Absperrklappe / Drosselklappe — DN 300 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-AVPMEQ,Absperrklappe / Drosselklappe — DN 315 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-6U19XN,Absperrklappe / Drosselklappe — DN 315 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-KW9N76,Absperrklappe / Drosselklappe — DN 355 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-G67D5C,Absperrklappe / Drosselklappe — DN 355 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-W92EX6,Absperrklappe / Drosselklappe — DN 400 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-1QM4TW,Absperrklappe / Drosselklappe — DN 400 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-PDN0DF,Absperrklappe / Drosselklappe — DN 450 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-E4GSSS,Absperrklappe / Drosselklappe — DN 450 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-1CYV1Y,Absperrklappe / Drosselklappe — DN 500 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-CD6KSA,Absperrklappe / Drosselklappe — DN 500 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-AVGGC8,Absperrklappe / Drosselklappe — DN 560 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-R8U3YD,Absperrklappe / Drosselklappe — DN 560 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-FF2S82,Absperrklappe / Drosselklappe — DN 630 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ARVCY1,Absperrklappe / Drosselklappe — DN 630 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-545W2E,Absperrklappe / Drosselklappe — DN 710 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-4L6V98,Absperrklappe / Drosselklappe — DN 710 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-NCM12J,Absperrklappe / Drosselklappe — DN 800 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-7ATDWX,Absperrklappe / Drosselklappe — DN 800 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-7TLNG0,Absperrklappe / Drosselklappe — DN 900 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-3VXED7,Absperrklappe / Drosselklappe — DN 900 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ERG7N7,Absperrklappe / Drosselklappe — DN 1000 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-GR7SZP,Absperrklappe / Drosselklappe — DN 1000 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-4F9U8X,Absperrklappe / Drosselklappe — DN 1120 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-NBRUB0,Absperrklappe / Drosselklappe — DN 1120 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-KRHHPM,Absperrklappe / Drosselklappe — DN 1250 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-C5BCDD,Absperrklappe / Drosselklappe — DN 1250 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-Q4QH55,Rückschlagklappe — DN 80 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-10SR53,Rückschlagklappe — DN 80 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-JTNU4G,Rückschlagklappe — DN 100 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-74UVDE,Rückschlagklappe — DN 100 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-PZR82D,Rückschlagklappe — DN 112 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-9BFZ8B,Rückschlagklappe — DN 112 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-14URW2,Rückschlagklappe — DN 125 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ZNXAWE,Rückschlagklappe — DN 125 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-YPBDJC,Rückschlagklappe — DN 140 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-CL0HR8,Rückschlagklappe — DN 140 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-0VDBT3,Rückschlagklappe — DN 150 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-NTWU94,Rückschlagklappe — DN 150 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-UJ0EES,Rückschlagklappe — DN 160 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-XZQKCT,Rückschlagklappe — DN 160 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-PNA5D2,Rückschlagklappe — DN 180 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-3YHFWR,Rückschlagklappe — DN 180 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-RW0H4B,Rückschlagklappe — DN 200 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-3800UW,Rückschlagklappe — DN 200 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-UWE1GZ,Rückschlagklappe — DN 224 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-A8W1M3,Rückschlagklappe — DN 224 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8LGTMC,Rückschlagklappe — DN 250 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ZCF5MN,Rückschlagklappe — DN 250 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-J532L7,Rückschlagklappe — DN 280 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-6EB78F,Rückschlagklappe — DN 280 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-ZV0VMF,Rückschlagklappe — DN 300 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-0M9FMJ,Rückschlagklappe — DN 300 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-942XR6,Rückschlagklappe — DN 315 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-JQ0P3D,Rückschlagklappe — DN 315 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-VA6TVA,Rückschlagklappe — DN 355 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-D4XR8Z,Rückschlagklappe — DN 355 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-5NLG40,Rückschlagklappe — DN 400 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-F293QX,Rückschlagklappe — DN 400 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-MGG9GR,Rückschlagklappe — DN 450 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-E5DGV7,Rückschlagklappe — DN 450 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-RZTJ3C,Rückschlagklappe — DN 500 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-FAYB7B,Rückschlagklappe — DN 500 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-C2N02G,Rückschlagklappe — DN 560 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8Z5EBG,Rückschlagklappe — DN 560 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-DK3PDG,Rückschlagklappe — DN 630 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-GRCF8A,Rückschlagklappe — DN 630 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-63JH9G,Rückschlagklappe — DN 710 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-NDN2XB,Rückschlagklappe — DN 710 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-Q8YMBC,Rückschlagklappe — DN 800 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-K3VPEQ,Rückschlagklappe — DN 800 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-5WV3FA,Rückschlagklappe — DN 900 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-XZRMZY,Rückschlagklappe — DN 900 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8TFKE3,Rückschlagklappe — DN 1000 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-FT0J13,Rückschlagklappe — DN 1000 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-QZDWZ9,Rückschlagklappe — DN 1120 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-MS6UZ8,Rückschlagklappe — DN 1120 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-9RGT5D,Rückschlagklappe — DN 1250 · mit Lippendichtung (SAFE),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-8B0TXH,Rückschlagklappe — DN 1250 · ohne Dichtung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-BDNMEA,CO₂-Sensor / Luftqualitätsfühler,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-7H0YW3,Feuchtesensor / Hygrostat,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-WV2NRR,Differenzdruckwächter,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-DPV41D,Stufenschalter / Drehzahlsteller,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-A7E2ZW,Nachheizregister (elektrisch/Wasser),Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-M8HFZN,VOC-/Mischgas-Sensor,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-N3BZAW,Zeitschaltuhr / Intervallsteuerung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-EXKU51,Konstantdruck-/Bedarfsregelung,Profihaustechnik,Regelung & Zubehör,lueftung,St,,
PHT-AWP6TZ,Rohrschelle mit Gummieinlage — DN 80 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-PM6LS1,Rohrschelle mit Gummieinlage — DN 80 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-7BCMH9,Rohrschelle mit Gummieinlage — DN 100 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-QB6UL6,Rohrschelle mit Gummieinlage — DN 100 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-D99MFB,Rohrschelle mit Gummieinlage — DN 125 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-466FKH,Rohrschelle mit Gummieinlage — DN 125 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-F2EDBH,Rohrschelle mit Gummieinlage — DN 150 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-2ELZZ8,Rohrschelle mit Gummieinlage — DN 150 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-3UU0NU,Rohrschelle mit Gummieinlage — DN 160 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-7UB6P0,Rohrschelle mit Gummieinlage — DN 160 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-NNMPKY,Rohrschelle mit Gummieinlage — DN 200 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-SGVCUY,Rohrschelle mit Gummieinlage — DN 200 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-1Y08ZC,Rohrschelle mit Gummieinlage — DN 250 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-EGGSZN,Rohrschelle mit Gummieinlage — DN 250 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-BXHCJ4,Rohrschelle mit Gummieinlage — DN 315 · M8,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-7L7TFN,Rohrschelle mit Gummieinlage — DN 315 · M8/M10,Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-38GYDN,"Rohrschelle mit Gummieinlage — 3/8"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-A7QJSH,"Rohrschelle mit Gummieinlage — 3/8"" · M8/M10",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-QB9NXP,"Rohrschelle mit Gummieinlage — 1/2"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-68EBSZ,"Rohrschelle mit Gummieinlage — 1/2"" · M8/M10",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-17H9SF,"Rohrschelle mit Gummieinlage — 3/4"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-BBNP8G,"Rohrschelle mit Gummieinlage — 3/4"" · M8/M10",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-J0GV56,"Rohrschelle mit Gummieinlage — 1"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-011EW2,"Rohrschelle mit Gummieinlage — 1"" · M8/M10",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-UUC4K7,"Rohrschelle mit Gummieinlage — 1 1/4"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-X8PGM0,"Rohrschelle mit Gummieinlage — 1 1/4"" · M8/M10",Profihaustechnik,Montage & Dämmung,lueftung,St,,
PHT-5Z9XQN,"Rohrschelle mit Gummieinlage — 1 1/2"" · M8",Profihaustechnik,Montage & Dämmung,lueftung,St,,
